input_name,preferred_name,cas,pubchem_cid,formula,molecular_weight,canonical_smiles,inchikey,identity_status,tm_C,tb_C,tc_C,pc_MPa,pvap_25C_kPa,pvap_25C_status,pvap_40C_kPa,pvap_40C_status,pvap_60C_kPa,pvap_60C_status,phase_25C_1atm,supply_class,gwp100_ar6,gwp100_ar6_status,gwp100_ar6_source,pfas_flag,pfas_basis,pfas_list_hits,persistence_screen,persistence_basis,reactive_groups,reactivity_flags,ghs_physical_h_codes,kinetics_coverage,kinetics_sources,data_quality,review_required,candidate_id,candidate_source,candidate_family,generation_rule,parent_candidate_id,structure_status,structure_status_reason,heavy_atom_count,element_symbols,amine_class,amine_class_label,amine_detail,amine_substituents,amine_substituent_profile,amine_substituent_count,fluorinated_amine,fluorinated_substituent_count,amine_fluorination_level,unsaturated_amine,cyclic_amine_or_substituent,ring_name,precursor_family,semiconductor_process_roles,semiconductor_relevance_basis,candidate_scope
generated_tertiary_amine_methyl_ethyl_difluoroethyl,generated_tertiary_amine_methyl_ethyl_difluoroethyl,,,C5H12F2N,124.154,N(C)(CC)FC(F)C,,manual_review_required,-45.81747999999999,106.2502,278.56408,4.264691,2.431701968,value_available,5.600359885,value_available,15.154421426,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,bf330875-3db8-568d-b610-6352cd6d21ca,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; ethyl; difluoroethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_ethyl_trifluoromethyl,generated_tertiary_amine_methyl_ethyl_trifluoromethyl,,,C4H9F3N,128.117,N(C)(CC)FC(F)(F),,manual_review_required,-34.848539999999986,115.40210000000002,288.58784,4.2310055,1.640836647,value_available,3.8346059869999998,value_available,10.558959397,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,e420a4e6-810b-533a-8783-452a691bb8c8,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; ethyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_ethyl_trifluoroethyl,generated_tertiary_amine_methyl_ethyl_trifluoroethyl,,,C5H11F3N,142.144,N(C)(CC)FC(F)(F)C,,manual_review_required,-15.49127999999996,133.6372,309.90888000000007,4.111776,0.778514642,value_available,1.8643018059999998,value_available,5.285158239,value_available,liquid,heated_source_required,,missing,,yes,structure_rule,,likely_persistent,PFAS structure/list screening positive,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,8c226508-9bf5-58d7-839d-f1064c1ca8bc,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,9,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; ethyl; trifluoroethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_ethyl_pentafluoroethyl,generated_tertiary_amine_methyl_ethyl_pentafluoroethyl,,,C5H9F5N,178.12400000000002,N(C)(CC)FC(F)(F)C(F)(F),,manual_review_required,45.16112000000004,188.4112,372.59848,3.805946,0.089566669,value_available,0.231890817,value_available,0.721542682,value_available,solid,solid_or_sublimation_source_review,,missing,,yes,structure_rule,,likely_persistent,PFAS structure/list screening positive,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,727bb1e4-06d9-567c-82ce-5a382e500f04,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; ethyl; pentafluoroethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_n-propyl_n-propyl,generated_tertiary_amine_methyl_n-propyl_n-propyl,,,C7H17N,115.22,N(C)(CCC)CCC,,manual_review_required,-69.14639999999997,86.63600000000002,256.98440000000005,4.34063,5.729192772,value_available,12.7919898,value_available,33.357938247,value_available,liquid,heated_source_likely,,missing,,no,structure_rule_negative_and_no_local_list_hit,,unknown,no validated persistence model configured in MVP,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,,not_checked,,Partial,True,6fe7c12d-ac7a-54a9-9d85-a7974204ace2,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;N,tertiary,tertiary_amine,tertiary_amine,methyl; n-propyl; n-propyl,alkyl,3,no,0,none,no,no,,,,,
generated_tertiary_amine_methyl_n-propyl_isopropyl,generated_tertiary_amine_methyl_n-propyl_isopropyl,,,C7H17N,115.22,N(C)(CCC)C(C)C,,manual_review_required,-69.14639999999997,86.63600000000002,256.98440000000005,4.34063,5.729192772,value_available,12.7919898,value_available,33.357938247,value_available,liquid,heated_source_likely,,missing,,no,structure_rule_negative_and_no_local_list_hit,,unknown,no validated persistence model configured in MVP,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,,not_checked,,Partial,True,3651c3d7-9766-51e0-8279-8991ed0297fb,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;N,tertiary,tertiary_amine,tertiary_amine,methyl; n-propyl; isopropyl,alkyl,3,no,0,none,no,no,,,,,
generated_tertiary_amine_methyl_n-propyl_vinyl,generated_tertiary_amine_methyl_n-propyl_vinyl,,,C6H13N,99.177,N(C)(CCC)C=C,,manual_review_required,-91.28573999999998,65.7801,232.59904,4.4769955,14.450916925,value_available,31.377868038,value_available,79.145507783,value_available,liquid,bubbler_or_direct_liquid_source,,missing,,no,structure_rule_negative_and_no_local_list_hit,,unknown,no validated persistence model configured in MVP,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,148f04af-37c0-50e4-ac23-39a67cf9852c,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,7,C;N,tertiary,tertiary_amine,tertiary_amine,methyl; n-propyl; vinyl,unsaturated+alkyl,3,no,0,none,yes,no,,,,,
generated_tertiary_amine_methyl_n-propyl_allyl,generated_tertiary_amine_methyl_n-propyl_allyl,,,C7H15N,113.20400000000001,N(C)(CCC)CC=C,,manual_review_required,-71.92847999999998,84.01520000000005,253.92007999999998,4.357766,6.421401589,value_available,14.287356960999999,value_available,37.101898555,value_available,liquid,heated_source_likely,,missing,,no,structure_rule_negative_and_no_local_list_hit,,unknown,no validated persistence model configured in MVP,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,d980b84d-abf2-577d-b711-7d594900d086,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;N,tertiary,tertiary_amine,tertiary_amine,methyl; n-propyl; allyl,unsaturated+alkyl,3,no,0,none,yes,no,,,,,
generated_tertiary_amine_methyl_n-propyl_cyclopropyl,generated_tertiary_amine_methyl_n-propyl_cyclopropyl,,,C7H15N,113.20400000000001,N(C)(CCC)C1CC1,,manual_review_required,-71.92847999999998,84.01520000000005,253.92007999999998,4.357766,6.421401589,value_available,14.287356960999999,value_available,37.101898555,value_available,liquid,heated_source_likely,,missing,,no,structure_rule_negative_and_no_local_list_hit,,unknown,no validated persistence model configured in MVP,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,,not_checked,,Partial,True,3d8f0e84-e3f7-5143-897b-870bbfa4a806,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;N,tertiary,tertiary_amine,tertiary_amine,methyl; n-propyl; cyclopropyl,cyclic_alkyl+alkyl,3,no,0,none,no,yes,,,,,
generated_tertiary_amine_methyl_n-propyl_fluoromethyl,generated_tertiary_amine_methyl_n-propyl_fluoromethyl,,,C5H13FN,106.164,N(C)(CCC)FC,,manual_review_required,-76.14367999999999,78.8632,247.21928000000003,4.417606,7.988775164,value_available,17.694648615,value_available,45.703242883,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,4a5d1267-024a-5c38-9522-77d2807425a9,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,7,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; n-propyl; fluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_n-propyl_difluoromethyl,generated_tertiary_amine_methyl_n-propyl_difluoromethyl,,,C5H12F2N,124.154,N(C)(CCC)FC(F),,manual_review_required,-45.81747999999999,106.2502,278.56408,4.264691,2.431701968,value_available,5.600359885,value_available,15.154421426,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,d22ddb31-e3d9-554c-84de-b1c0acdb4ee2,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; n-propyl; difluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_n-propyl_fluoroethyl,generated_tertiary_amine_methyl_n-propyl_fluoroethyl,,,C6H15FN,120.19100000000002,N(C)(CCC)FCC,,manual_review_required,-56.786419999999964,97.0983,268.54032000000007,4.2983765,3.619494185,value_available,8.214926154,value_available,21.844903891,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,3368aec9-783d-51ac-9d76-a98e867befc8,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; n-propyl; fluoroethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_n-propyl_difluoroethyl,generated_tertiary_amine_methyl_n-propyl_difluoroethyl,,,C6H14F2N,138.181,N(C)(CCC)FC(F)C,,manual_review_required,-26.460219999999964,124.4853,299.88512000000003,4.1454615,1.142862773,value_available,2.69707928,value_available,7.513781081,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,3c09b6a9-3fd4-57b1-9b0c-ad54cb872ed9,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,9,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; n-propyl; difluoroethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_n-propyl_trifluoromethyl,generated_tertiary_amine_methyl_n-propyl_trifluoromethyl,,,C5H11F3N,142.144,N(C)(CCC)FC(F)(F),,manual_review_required,-15.49127999999996,133.6372,309.90888000000007,4.111776,0.778514642,value_available,1.8643018059999998,value_available,5.285158239,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,de10e854-41d5-5322-9f02-eca3ef3d0542,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,9,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; n-propyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_n-propyl_trifluoroethyl,generated_tertiary_amine_methyl_n-propyl_trifluoroethyl,,,C6H13F3N,156.171,N(C)(CCC)FC(F)(F)C,,manual_review_required,3.865980000000036,151.8723,331.22992,3.9925465,0.376942151,value_available,0.924949828,value_available,2.6996120070000003,value_available,liquid,heated_source_required,,missing,,yes,structure_rule,,likely_persistent,PFAS structure/list screening positive,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,fb70cab6-f2b0-5203-b15a-3558f03e7adc,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; n-propyl; trifluoroethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_n-propyl_pentafluoroethyl,generated_tertiary_amine_methyl_n-propyl_pentafluoroethyl,,,C6H11F5N,192.151,N(C)(CCC)FC(F)(F)C(F)(F),,manual_review_required,64.51838000000004,206.6463,393.91952000000003,3.6867165,0.045359657,value_available,0.12033748300000001,value_available,0.385496818,value_available,solid,solid_or_sublimation_source_review,,missing,,yes,structure_rule,,likely_persistent,PFAS structure/list screening positive,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,a5aaf122-f45e-5611-a284-e9fa04ad919b,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; n-propyl; pentafluoroethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_isopropyl_isopropyl,generated_tertiary_amine_methyl_isopropyl_isopropyl,,,C7H17N,115.22,N(C)(C(C)C)C(C)C,,manual_review_required,-69.14639999999997,86.63600000000002,256.98440000000005,4.34063,5.729192772,value_available,12.7919898,value_available,33.357938247,value_available,liquid,heated_source_likely,,missing,,no,structure_rule_negative_and_no_local_list_hit,,unknown,no validated persistence model configured in MVP,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,,not_checked,,Partial,True,428a685b-e1dc-54a6-9039-389536bece86,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;N,tertiary,tertiary_amine,tertiary_amine,methyl; isopropyl; isopropyl,alkyl,3,no,0,none,no,no,,,,,
generated_tertiary_amine_methyl_isopropyl_vinyl,generated_tertiary_amine_methyl_isopropyl_vinyl,,,C6H13N,99.177,N(C)(C(C)C)C=C,,manual_review_required,-91.28573999999998,65.7801,232.59904,4.4769955,14.450916925,value_available,31.377868038,value_available,79.145507783,value_available,liquid,bubbler_or_direct_liquid_source,,missing,,no,structure_rule_negative_and_no_local_list_hit,,unknown,no validated persistence model configured in MVP,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,bcd7ddbc-faf2-5958-9600-870ebb7e84d6,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,7,C;N,tertiary,tertiary_amine,tertiary_amine,methyl; isopropyl; vinyl,unsaturated+alkyl,3,no,0,none,yes,no,,,,,
generated_tertiary_amine_methyl_isopropyl_allyl,generated_tertiary_amine_methyl_isopropyl_allyl,,,C7H15N,113.20400000000001,N(C)(C(C)C)CC=C,,manual_review_required,-71.92847999999998,84.01520000000005,253.92007999999998,4.357766,6.421401589,value_available,14.287356960999999,value_available,37.101898555,value_available,liquid,heated_source_likely,,missing,,no,structure_rule_negative_and_no_local_list_hit,,unknown,no validated persistence model configured in MVP,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,6171ed29-c31e-558d-8d0f-4bce0fd0650a,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;N,tertiary,tertiary_amine,tertiary_amine,methyl; isopropyl; allyl,unsaturated+alkyl,3,no,0,none,yes,no,,,,,
generated_tertiary_amine_methyl_isopropyl_cyclopropyl,generated_tertiary_amine_methyl_isopropyl_cyclopropyl,,,C7H15N,113.20400000000001,N(C)(C(C)C)C1CC1,,manual_review_required,-71.92847999999998,84.01520000000005,253.92007999999998,4.357766,6.421401589,value_available,14.287356960999999,value_available,37.101898555,value_available,liquid,heated_source_likely,,missing,,no,structure_rule_negative_and_no_local_list_hit,,unknown,no validated persistence model configured in MVP,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,,not_checked,,Partial,True,37d70e85-3aa7-5208-a623-f18da9ccbd33,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;N,tertiary,tertiary_amine,tertiary_amine,methyl; isopropyl; cyclopropyl,cyclic_alkyl+alkyl,3,no,0,none,no,yes,,,,,
generated_tertiary_amine_methyl_isopropyl_fluoromethyl,generated_tertiary_amine_methyl_isopropyl_fluoromethyl,,,C5H13FN,106.164,N(C)(C(C)C)FC,,manual_review_required,-76.14367999999999,78.8632,247.21928000000003,4.417606,7.988775164,value_available,17.694648615,value_available,45.703242883,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,32d6f68e-3696-5acc-8fab-9f350b665fe8,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,7,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; isopropyl; fluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_isopropyl_difluoromethyl,generated_tertiary_amine_methyl_isopropyl_difluoromethyl,,,C5H12F2N,124.154,N(C)(C(C)C)FC(F),,manual_review_required,-45.81747999999999,106.2502,278.56408,4.264691,2.431701968,value_available,5.600359885,value_available,15.154421426,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,c47f4226-f81a-51a1-8f17-68b0c08a6209,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; isopropyl; difluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_isopropyl_fluoroethyl,generated_tertiary_amine_methyl_isopropyl_fluoroethyl,,,C6H15FN,120.19100000000002,N(C)(C(C)C)FCC,,manual_review_required,-56.786419999999964,97.0983,268.54032000000007,4.2983765,3.619494185,value_available,8.214926154,value_available,21.844903891,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,b6975d80-0796-559f-a505-37bfd25b7599,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; isopropyl; fluoroethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_isopropyl_difluoroethyl,generated_tertiary_amine_methyl_isopropyl_difluoroethyl,,,C6H14F2N,138.181,N(C)(C(C)C)FC(F)C,,manual_review_required,-26.460219999999964,124.4853,299.88512000000003,4.1454615,1.142862773,value_available,2.69707928,value_available,7.513781081,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,d5bd4877-764c-5f00-9035-eca3f0e267ac,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,9,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; isopropyl; difluoroethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_isopropyl_trifluoromethyl,generated_tertiary_amine_methyl_isopropyl_trifluoromethyl,,,C5H11F3N,142.144,N(C)(C(C)C)FC(F)(F),,manual_review_required,-15.49127999999996,133.6372,309.90888000000007,4.111776,0.778514642,value_available,1.8643018059999998,value_available,5.285158239,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,1e6efc09-6edb-5f9f-b383-e5d5f366c707,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,9,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; isopropyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_isopropyl_trifluoroethyl,generated_tertiary_amine_methyl_isopropyl_trifluoroethyl,,,C6H13F3N,156.171,N(C)(C(C)C)FC(F)(F)C,,manual_review_required,3.865980000000036,151.8723,331.22992,3.9925465,0.376942151,value_available,0.924949828,value_available,2.6996120070000003,value_available,liquid,heated_source_required,,missing,,yes,structure_rule,,likely_persistent,PFAS structure/list screening positive,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,b8311085-6921-5abb-87e1-5e4f2788870a,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; isopropyl; trifluoroethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_isopropyl_pentafluoroethyl,generated_tertiary_amine_methyl_isopropyl_pentafluoroethyl,,,C6H11F5N,192.151,N(C)(C(C)C)FC(F)(F)C(F)(F),,manual_review_required,64.51838000000004,206.6463,393.91952000000003,3.6867165,0.045359657,value_available,0.12033748300000001,value_available,0.385496818,value_available,solid,solid_or_sublimation_source_review,,missing,,yes,structure_rule,,likely_persistent,PFAS structure/list screening positive,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,9951befd-50cf-5adf-84d5-c83af67f0495,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; isopropyl; pentafluoroethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_n-butyl_vinyl,generated_tertiary_amine_methyl_n-butyl_vinyl,,,C7H15N,113.20400000000001,N(C)(CCCC)C=C,,manual_review_required,-71.92847999999998,84.01520000000005,253.92007999999998,4.357766,6.421401589,value_available,14.287356960999999,value_available,37.101898555,value_available,liquid,heated_source_likely,,missing,,no,structure_rule_negative_and_no_local_list_hit,,unknown,no validated persistence model configured in MVP,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,515cc6de-be10-5ea2-ae55-2b87d74e1a73,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;N,tertiary,tertiary_amine,tertiary_amine,methyl; n-butyl; vinyl,unsaturated+alkyl,3,no,0,none,yes,no,,,,,
generated_tertiary_amine_methyl_n-butyl_fluoromethyl,generated_tertiary_amine_methyl_n-butyl_fluoromethyl,,,C6H15FN,120.19100000000002,N(C)(CCCC)FC,,manual_review_required,-56.786419999999964,97.0983,268.54032000000007,4.2983765,3.619494185,value_available,8.214926154,value_available,21.844903891,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,2046154c-63ca-5475-8750-16b53762298c,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,8,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; n-butyl; fluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
generated_tertiary_amine_methyl_n-butyl_difluoromethyl,generated_tertiary_amine_methyl_n-butyl_difluoromethyl,,,C6H14F2N,138.181,N(C)(CCCC)FC(F),,manual_review_required,-26.460219999999964,124.4853,299.88512000000003,4.1454615,1.142862773,value_available,2.69707928,value_available,7.513781081,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,bd384e64-084f-5cb1-aa0a-f40e069a6c39,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,9,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,methyl; n-butyl; difluoromethyl,fluorinated_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,no,,,,,
